congressperson_name,congressperson_id,congressperson_document,term,state,party,term_id,subquota_number,subquota_description,subquota_group_id,subquota_group_description,supplier,cnpj_cpf,document_number,document_type,issue_date,document_value,remark_value,total_net_value,month,year,installment,passenger,leg_of_the_trip,batch_number,numbers,total_value,applicant_id,document_id,is_returned,is_meal
NILDA GONDIM,160564.0,134.0,2011.0,PB,PMDB,54,13,Congressperson meal,0,,MARINALDO BARRETO DOS SANTOS,3083867000146,024047,0,2014-10-02T00:00:00,72.05,0.0,72.05,10,2014,0,,,1141151,[None],0.0,2308,5515635,True,True
ROGÉRIO PENINHA MENDONÇA,160651.0,483.0,2019.0,SC,MDB,55,13,Congressperson meal,0,,BRASIL 21 EVENTOS E HOTELARIA LTDA,8796076000691,038235,0,2017-06-06T00:00:00,36.3,0.0,36.3,6,2017,0,,,1393115,[None],0.0,2244,6304414,True,True
ANTONIO BULHÕES,141383.0,333.0,2015.0,SP,PRB,53,13,Congressperson meal,0,,RESTAURANTE BACALHAU VINHO LTDA. EPP.,43567882000184,009857,0,2009-09-26T00:00:00,115.0,0.0,115.0,9,2009,0,,,426307,[None],0.0,1782,1683612,True,True
JOÃO RODRIGUES,160571.0,473.0,2015.0,SC,PSD,55,13,Congressperson meal,0,,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,33469172000672,31125,4,2018-12-10T00:00:00,33.61,0.0,33.61,12,2018,0,,,1547757,[None],0.0,2315,6721387,True,True
PASTOR EURICO,160642.0,155.0,2019.0,PE,PATRI,55,13,Congressperson meal,0,,VILLA RURAL,65927000100,080553,0,2015-08-15T00:00:00,59.15,0.0,59.15,8,2015,0,,,1228381,[None],0.0,2264,5799106,True,True
RONALDO NOGUEIRA,163321.0,517.0,2015.0,RS,PTB,55,13,Congressperson meal,0,,JULIANO E TEIXEIRA  COM. DE ALIMENTOS LTDA - ME,17572266000101,149108,0,2015-04-22T00:00:00,26.6,0.0,26.6,4,2015,0,,,1186624,[None],0.0,2428,5666586,True,True
MARINA MAGGESSI,141505.0,314.0,2007.0,RJ,PPS,53,13,Congressperson meal,0,,DA NOI CAFFE,3619371000144,180463,0,2009-10-07T00:00:00,32.85,0.0,32.85,10,2009,0,,,433338,[None],0.0,1890,1707636,True,True
JOÃO ARRUDA,160573.0,455.0,2015.0,PR,MDB,54,13,Congressperson meal,0,,LA GONDOLA,6310307000175,10042,0,2013-03-17T00:00:00,154.77,0.0,154.77,3,2013,0,,,1022115,[None],0.0,2363,5077652,True,True
HENRIQUE FONTANA,73482.0,498.0,2019.0,RS,PT,55,13,Congressperson meal,0,,Ribeiro filho e salgueiro LTDA ME,19950100000107,881,0,2016-06-29T00:00:00,15.0,0.0,15.0,6,2016,0,,,1304056,[None],0.0,1454,6040324,True,True
ANTONIO BULHÕES,141383.0,333.0,2015.0,SP,PRB,54,13,Congressperson meal,0,,CALHANDRA BAR E LANCHONETE LTDA.,713484000116,78311,0,2014-06-30T00:00:00,97.24,0.0,97.24,6,2014,0,,,1134947,[None],0.0,1782,5491905,True,True
FLAVINHO,178978.0,357.0,2015.0,SP,PSC,55,13,Congressperson meal,0,,SENAC - SERVIÇO NACIONAL DE APRENDIZAGEM COMERCIAL,33469172001644,069932,0,2015-10-14T00:00:00,47.63,0.0,47.63,10,2015,0,,,1234166,[None],0.0,2971,5818171,True,True
EDUARDO BARBOSA,74655.0,230.0,2019.0,MG,PSDB,54,13,Congressperson meal,0,,NATURETTO RESTAURANTE NATURAL LTDA EPP,984060000277,27224,0,2012-02-28T00:00:00,7.45,0.0,7.45,2,2012,0,,,594397,[None],0.0,1010,2259111,True,True
SANDRA ROSADO,74039.0,125.0,2011.0,RN,PSB,54,13,Congressperson meal,0,,RESTAURANTE CAPUCCI,10701571000107,000956,0,2012-08-21T00:00:00,30.27,0.0,30.27,8,2012,0,,,635046,[None],0.0,1689,2390259,True,True
GONZAGA PATRIOTA,74419.0,143.0,2019.0,PE,PSB,55,13,Congressperson meal,0,,L.E LUCENA RESTAURANTE LTDA,17852006000190,114613,0,2015-03-12T00:00:00,132.07,0.0,132.07,3,2015,0,,,1177786,[None],0.0,137,5637824,True,True
VIEIRA DA CUNHA,141400.0,514.0,2011.0,RS,PDT,54,13,Congressperson meal,0,,BUTEKO 101,11082059000192,035954,0,2012-02-29T00:00:00,64.4,0.0,64.4,2,2012,0,,,596587,[None],0.0,1950,2266325,True,True
ABELARDO LUPION,73764.0,440.0,2011.0,PR,DEM,54,13,Congressperson meal,0,,S. R. JUST KASPER,11887126000146,431,0,2011-07-16T00:00:00,11.2,0.0,11.2,7,2011,0,,,554953,[None],0.0,879,2126782,True,True
CESAR COLNAGO,160664.0,276.0,2011.0,ES,PSDB,54,13,Congressperson meal,0,,CHINADIFANG,9332680000115,124022,0,2013-09-28T00:00:00,35.9,0.0,35.9,9,2013,0,,,1063726,[None],0.0,2337,5241315,True,True
PASTOR PEDRO RIBEIRO,74032.0,555.0,2007.0,CE,PR,53,13,Congressperson meal,0,,MARINA DE IRACEMA PARK S/A,7334600000135,071800,0,2009-07-29T00:00:00,158.95,0.0,158.95,7,2009,0,,,412708,[None],0.0,1635,1637244,True,True
ERIKA KOKAY,160575.0,407.0,2019.0,DF,PT,55,13,Congressperson meal,0,,RESTAURANTE DE CARNES E MASSAS PERT TUTTI LTDA.,80032469000141,22726,0,2016-01-24T00:00:00,76.6,0.0,76.6,1,2016,0,,,1269967,[None],0.0,2403,5932400,True,True
JOÃO PAULO LIMA,160549.0,149.0,2011.0,PE,PT,54,13,Congressperson meal,0,,LA HOTELS EMPREENDEMINTOS LTDA,9109567001902,026410,0,2011-02-15T00:00:00,54.5,0.0,54.5,2,2011,0,,,520132,[None],0.0,2392,2010358,True,True
MAURÍCIO RANDS,74045.0,138.0,2011.0,PE,PT,53,13,Congressperson meal,0,,RESTAURANTE TA SAN YUEN LTDA,8902603000190,039485,0,2010-03-12T00:00:00,45.5,0.0,45.5,3,2010,0,,,462188,[None],0.0,1612,1804627,True,True
SANDRA ROSADO,74039.0,125.0,2011.0,RN,PSB,54,13,Congressperson meal,0,,ML - ALIMENTAÇÃO E DIVERSÃO S/A,493924000177,88035,0,2011-02-01T00:00:00,123.0,0.0,123.0,2,2011,0,,,522599,[None],0.0,1689,2019020,True,True
ASSIS DO COUTO,74378.0,443.0,2015.0,PR,PDT,55,13,Congressperson meal,0,,CHAO DE ESTRELAS RESTAURANTE E PIZZARIA EIRELI ME,26512539000113,51038,4,2018-03-08T00:00:00,24.36,0.0,24.36,3,2018,0,,,1487089,[None],0.0,1542,6560076,True,True
ANTONIO BULHÕES,141383.0,333.0,2015.0,SP,PRB,53,13,Congressperson meal,0,,BAR E WISKERIA BRASÍLIA LTDA.,4929045000104,30343,0,2010-04-13T00:00:00,76.0,0.0,76.0,4,2010,0,,,467830,[None],0.0,1782,1824225,True,True
ROBERTO DE LUCENA,160653.0,385.0,2019.0,SP,PODE,55,13,Congressperson meal,0,,THE FIFTIES COMÉRCIO DE ALIMENTOS LTDA,71821839002344,332226,0,2016-09-16T00:00:00,80.8,0.0,80.8,9,2016,0,,,1328849,[None],0.0,2282,6119260,True,True
NELSON MARCHEZAN JUNIOR,160567.0,509.0,2015.0,RS,PSDB,54,13,Congressperson meal,0,,Restaurante Alles Blau,90566456000106,203669,0,2013-10-26T00:00:00,11.81,0.0,11.81,10,2013,0,,,1067689,[None],0.0,2409,5255241,True,True
EDUARDO CURY,178977.0,353.0,2019.0,SP,PSDB,55,13,Congressperson meal,0,,GR S.A,2905110020234,640296,0,2015-07-07T00:00:00,17.5,0.0,17.5,7,2015,0,,,1208233,[None],0.0,2982,5732761,True,True
OTAVIO LEITE,141515.0,316.0,2015.0,RJ,PSDB,54,13,Congressperson meal,0,,CHEZ FONDUE RESTAURANTE,2308087000194,9163,0,2011-08-30T00:00:00,100.0,0.0,100.0,8,2011,0,,,565554,[None],0.0,1901,2164191,True,True
JUNIOR MARRECA,178885.0,78.0,2015.0,MA,PATRI,55,13,Congressperson meal,0,,INTERNACIONAL MEAL COMPANY ALIMENTAÇÃO S.A,17314329004460,125017,0,2016-03-23T00:00:00,26.3,0.0,26.3,3,2016,0,,,1279731,[None],0.0,2949,5963115,True,True
ZECA DIRCEU,160592.0,468.0,2019.0,PR,PT,55,13,Congressperson meal,0,,SERVIÇO NACIONAL DE APRENDIZ. COMERCIAL SENAC,33469172001644,1061,0,2017-03-07T00:00:00,61.05,0.0,61.05,3,2017,0,,,1364840,[None],0.0,2238,6226847,True,True
SIMÃO SESSIM,73424.0,327.0,2015.0,RJ,PP,54,13,Congressperson meal,0,,AF LEBLON RESTAURANTE PIZZARIA LTDA,10576003000202,101323,0,2011-12-31T00:00:00,75.2,0.0,75.2,12,2011,0,,,588989,[None],0.0,184,2241376,True,True
MARCOS MONTES,141500.0,257.0,2015.0,MG,PSD,54,13,Congressperson meal,0,,SUCOS E ASSADOS,26179374000100,284949,0,2012-02-09T00:00:00,53.7,0.0,53.7,2,2012,0,,,593287,[None],0.0,1889,2255449,True,True
GERALDO THADEU,74151.0,236.0,2011.0,MG,PSD,54,13,Congressperson meal,0,,RVM ALIMENTOS LTDA.,67276584000101,048063,0,2014-04-14T00:00:00,40.9,0.0,40.9,4,2014,0,,,1110070,[None],0.0,1650,5402072,True,True
WILSON PICLER,154996.0,591.0,2007.0,PR,PDT,53,13,Congressperson meal,0,,CHURRASCO COLONIA,3051898000115,36023,0,2010-02-04T00:00:00,36.5,0.0,36.5,2,2010,0,,,453872,[None],0.0,2010,1776927,True,True
ASSIS CARVALHO,159237.0,111.0,2019.0,PI,PT,54,13,Congressperson meal,0,,SERVIÇO NACIONAL DE  APRENDIZAGEM COMERCIAL SENAC,33469172001644,018082,0,2013-11-27T00:00:00,45.56,0.0,45.56,12,2013,0,,,1078690,[None],0.0,2338,5294260,True,True
PEDRO UCZAI,160604.0,481.0,2019.0,SC,PT,55,13,Congressperson meal,0,,CHURRASCARIA PORTAL DO SUL LTDA.,4140445000128,048003,0,2015-06-07T00:00:00,35.64,0.0,35.64,6,2015,0,,,1199421,[None],0.0,2243,5705505,True,True
CARLOS EDUARDO CADOCA,74474.0,530.0,2015.0,PE,PDT,53,13,Congressperson meal,0,,E & D COMÉRCIO DE ALIMENTOS LTDA,1986543000192,18645,0,2009-08-19T00:00:00,41.67,0.0,41.67,8,2009,0,,,417542,[None],0.0,1325,1653606,True,True
DR. ADILSON SOARES,141371.0,293.0,2011.0,RJ,PR,54,13,Congressperson meal,0,,CAFE E CONFEITARIA  SUPERBAR LTDA,33128026000179,020757,0,2012-05-22T00:00:00,79.5,0.0,79.5,5,2012,0,,,614709,[None],0.0,1812,2326051,True,True
REINHOLD STEPHANES,73786.0,566.0,2015.0,PR,PSD,54,13,Congressperson meal,0,,SERVIÇO NAC. DE APRENDIZAGEM COMERCIAL SENAC,33469172001644,008820,0,2012-10-31T00:00:00,39.0,0.0,39.0,10,2012,0,,,645726,[None],0.0,830,2424433,True,True
ZECA DIRCEU,160592.0,468.0,2019.0,PR,PT,54,13,Congressperson meal,0,,LM CONGONHAS COM. DE PRODUTOS ALIMENTICIOS LTDA.,11121182000175,484451,0,2013-07-15T00:00:00,18.9,0.0,18.9,7,2013,0,,,1044674,[None],0.0,2238,5168425,True,True
TONINHO PINHEIRO,160611.0,264.0,2015.0,MG,PP,55,13,Congressperson meal,0,,SENAC - RESTAURANTE ESCOLA SENADO FEDERAL,33469172002292,028290,0,2016-08-29T00:00:00,44.7,0.0,44.7,8,2016,0,,,1317957,[None],0.0,2285,6084804,True,True
JOÃO CASTELO,74445.0,75.0,2015.0,MA,PSDB,55,13,Congressperson meal,0,,SENAC - NACIONAL DE APRENDIZAGEM COMERCIAL,33469172001644,068066,0,2015-09-24T00:00:00,102.76,47.63,55.13,9,2015,0,,,1230128,[None],0.0,1299,5804903,True,True
EDUARDO BARBOSA,74655.0,230.0,2019.0,MG,PSDB,55,13,Congressperson meal,0,,AMARAL & NICOLAU HOTELARIA E CONSULTORIA  ADM LTDA,5759021000109,006225,0,2016-01-26T00:00:00,40.0,0.0,40.0,1,2016,0,,,1258593,[None],0.0,1010,5897794,True,True
SANDRO ALEX,160621.0,465.0,2019.0,PR,PSD,54,13,Congressperson meal,0,,MIKULIS & CIA LTDA,76989300000107,238238,0,2012-04-14T00:00:00,20.0,0.0,20.0,4,2012,0,,,607868,[None],0.0,2277,2302819,True,True
JORGE SOLLA,178857.0,204.0,2019.0,BA,PT,55,13,Congressperson meal,0,,QUINTA DO OLIVARDO,9074343000175,058066,0,2015-10-17T00:00:00,35.0,0.0,35.0,10,2015,0,,,1236381,[None],0.0,2938,5825335,True,True
RENZO BRAZ,160654.0,262.0,2015.0,MG,PP,54,13,Congressperson meal,0,,ALPINUS,26460261000188,56085,0,2013-03-08T00:00:00,40.0,0.0,40.0,3,2013,0,,,1015661,[None],0.0,2230,5057664,True,True
ANTONIO BULHÕES,141383.0,333.0,2015.0,SP,PRB,53,13,Congressperson meal,0,,CHURRASCARIA FOGO DE CHÃO LTDA.,8698859000128,19551,0,2009-11-18T00:00:00,118.78,0.0,118.78,11,2009,0,,,439007,[None],0.0,1782,1726768,True,True
ANTONIO JOSÉ MEDEIROS,141388.0,113.0,2007.0,PI,PT,53,13,Congressperson meal,0,,GASTRONOSTE COMERCIO DE ALIMENTOS LTDA ME,9530548000118,1854,0,2010-11-22T00:00:00,59.0,0.0,59.0,11,2010,0,,,505626,[None],0.0,1783,1963788,True,True
DANIEL ALMEIDA,74060.0,188.0,2019.0,BA,PCdoB,55,13,Congressperson meal,0,,SHALAKO HOTEL LTDA,13585773000129,11826,4,2018-09-15T00:00:00,51.0,0.0,51.0,9,2018,0,,,1540670,[None],0.0,1562,6702947,True,True
JARBAS VASCONCELOS,131943.0,147.0,2015.0,PE,MDB,55,13,Congressperson meal,0,,SERVIÇO NACIONAL DE APRENDIZAGEM COMERCIAL  - SENAC,33469172001644,060152,0,2016-08-09T00:00:00,55.09,0.0,55.09,8,2016,0,,,1316410,[None],0.0,2908,6077916,True,True
NEWTON LIMA,160657.0,377.0,2011.0,SP,PT,54,13,Congressperson meal,0,,NOVA BAMBINA'S PRODUTOS ALIMENTÍCIOS LTDA,5109332000122,0758,0,2012-06-18T00:00:00,56.5,0.0,56.5,6,2012,0,,,621512,[None],0.0,2268,2347340,True,True
ZECA DIRCEU,160592.0,468.0,2019.0,PR,PT,54,13,Congressperson meal,0,,LA CUISINE GASTRONOMIA,11596015000180,302,0,2012-08-11T00:00:00,30.0,0.0,30.0,8,2012,0,,,631014,[None],0.0,2238,2377102,True,True
JOSÉ ROCHA,74554.0,203.0,2019.0,BA,PR,54,13,Congressperson meal,0,,BELINI PAES E GASTRONOMIA LTDA,3953506000103,039826,0,2015-01-16T00:00:00,24.09,0.0,24.09,1,2015,0,,,1165507,[None],0.0,1071,5595488,True,True
PASTOR EURICO,160642.0,155.0,2019.0,PE,PATRI,54,13,Congressperson meal,0,,LAGO AZUL RESTAURANTE LTDA - EPP I,5090093000106,32952,0,2013-12-18T00:00:00,205.5,0.0,205.5,12,2013,0,,,1082215,[None],0.0,2264,5304893,True,True
FÁBIO SOUTO,74062.0,190.0,2011.0,BA,DEM,53,13,Congressperson meal,0,,CAPANEMA RESTAURANTE LTDA,10871443000101,2193,0,2010-09-02T00:00:00,40.0,0.0,40.0,9,2010,0,,,493469,[None],0.0,1637,1920124,True,True
FRANCISCO FLORIANO,160677.0,297.0,2015.0,RJ,DEM,54,13,Congressperson meal,0,,FFV RESTAURANTE E SERVIÇOS DE BUFFET LTDA,15575591000100,018852,0,2014-02-25T00:00:00,84.9,0.0,84.9,2,2014,0,,,1093846,[None],0.0,2267,5346470,True,True
JOÃO FERNANDO COUTINHO,178917.0,149.0,2015.0,PE,PROS,55,13,Congressperson meal,0,,COUTINHO E MACIEL LTDA,6015963000145,136553,1,2015-02-12T00:00:00,48.72,0.0,48.72,2,2015,0,,,1169167,[None],0.0,3006,5610497,True,True
WASHINGTON REIS,160620.0,326.0,2015.0,RJ,MDB,54,13,Congressperson meal,0,,MINUTA BUFFET,1019348000193,35657,0,2011-05-17T00:00:00,44.0,0.0,44.0,5,2011,0,,,541782,[None],0.0,2331,2080757,True,True
OTAVIO LEITE,141515.0,316.0,2015.0,RJ,PSDB,55,13,Congressperson meal,0,,MENEZULLO ALIMENTOS LTDA,164714000135,042123,0,2016-02-12T00:00:00,50.31,0.0,50.31,2,2016,0,,,1266450,[None],0.0,1901,5921699,True,True
ROBERTO BRITTO,141529.0,211.0,2015.0,BA,PP,54,13,Congressperson meal,0,,SENAC SERVIÇO DE APRENDIZ COMERCIAL,33469172001644,004973,0,2013-04-30T00:00:00,40.7,0.0,40.7,4,2013,0,,,1027027,[None],0.0,1924,5101390,True,True
PEDRO NOVAIS,74207.0,82.0,2011.0,MA,PMDB,54,13,Congressperson meal,0,,LARNO BAR E RESTAURANTE LTDA,60475407000105,011851,0,2012-07-08T00:00:00,112.64,59.04,53.6,7,2012,0,,,625849,[None],0.0,611,2360812,True,True
DOMINGOS DUTRA,74197.0,72.0,2011.0,MA,SD,54,13,Congressperson meal,0,,CHURRASCARIA POTÊNCIA GRILL,8466219000192,23058,0,2011-11-30T00:00:00,97.2,0.0,97.2,11,2011,0,,,585298,[None],0.0,1003,2229321,True,True
VANDERLEI MACRIS,141553.0,394.0,2019.0,SP,PSDB,55,13,Congressperson meal,0,,IVILEY CORREIA DE SANTANA - ME,14294990000122,108600,0,2016-01-15T00:00:00,14.89,0.0,14.89,1,2016,0,,,1270936,[None],0.0,1947,5935282,True,True
ARNALDO JORDY,160602.0,18.0,2015.0,PA,PPS,54,13,Congressperson meal,0,,SENAC GASTRONOMIA,33469172001644,057589,0,2012-03-28T00:00:00,44.0,0.0,44.0,3,2012,0,,,603282,[None],0.0,2341,2287798,True,True
JERÔNIMO GOERGEN,160570.0,505.0,2019.0,RS,PP,54,13,Congressperson meal,0,,CIA DAS PIZZAS,7533104000100,6150,0,2012-05-03T00:00:00,36.25,0.0,36.25,5,2012,0,,,610014,[None],0.0,2340,2310004,True,True
PAULO FOLETTO,160517.0,280.0,2019.0,ES,PSB,54,13,Congressperson meal,0,,SENAC- SERVIÇOS DE APRENDIZ\AGEM  COMERCIAL,33469172000672,019098,0,2011-02-23T00:00:00,8.0,0.0,8.0,2,2011,0,,,522325,[None],0.0,2317,2018159,True,True
MARCONDES GADELHA,74470.0,561.0,2015.0,PB,PSC,55,13,Congressperson meal,0,,DF COMERCIO DE ALIMENTOS EIRELI,21089162000118,6336,4,2018-10-12T00:00:00,63.8,0.0,63.8,10,2018,0,,,1536406,[None],0.0,1321,6691805,True,True
RONALDO LESSA,178845.0,173.0,2015.0,AL,PDT,55,13,Congressperson meal,0,,CASSIMIRO,10657603000114,018183,0,2015-12-29T00:00:00,111.32,0.0,111.32,12,2015,0,,,1255547,[None],0.0,3003,5886989,True,True
MISSIONÁRIO JOSÉ OLIMPIO,160561.0,375.0,2015.0,SP,DEM,54,13,Congressperson meal,0,,POSTO AVENIDA MARGINAL ITU LTDA,3581094000128,640294,0,2013-01-26T00:00:00,75.01,0.0,75.01,1,2013,0,,,1004029,[None],0.0,2388,5017155,True,True
CHRISTIANE DE SOUZA YARED,178928.0,442.0,2019.0,PR,PR,55,13,Congressperson meal,0,,GM SUSHI RESTAURANTE LTDA ME,1477171000179,196538,0,2016-04-04T00:00:00,46.04,0.0,46.04,4,2016,0,,,1296051,[None],0.0,2983,6013841,True,True
VANDERLEI MACRIS,141553.0,394.0,2019.0,SP,PSDB,54,13,Congressperson meal,0,,DELLA MARIS PAES E DOCES LTDA. EPP,2964879000117,109492,0,2011-06-20T00:00:00,5.8,0.0,5.8,6,2011,0,,,549571,[None],0.0,1947,2109724,True,True
WILLIAM WOO,141563.0,533.0,2015.0,SP,PP,55,13,Congressperson meal,0,,PAO DE QUEIJO PENSILVANIA LTDA,67375873000150,200025,0,2015-11-10T00:00:00,18.5,0.0,18.5,11,2015,0,,,1242617,[None],0.0,1958,5845341,True,True
ZÉ SILVA,160632.0,271.0,2019.0,MG,SOLIDARIEDADE,54,13,Congressperson meal,0,,CANTINA BOM PEIXE LTDA,11355463000192,006688,0,2012-05-06T00:00:00,86.06,0.0,86.06,5,2012,0,,,612522,[None],0.0,2231,2318248,True,True
RONALDO BENEDET,160515.0,484.0,2015.0,SC,MDB,55,13,Congressperson meal,0,,CHURRASCARIA APOLO XVI LTDA,75383687000190,000002085,0,2016-06-18T00:00:00,149.71,0.0,149.71,6,2016,0,,,1304300,[None],0.0,2354,6040926,True,True
RENATO MOLLING,141527.0,511.0,2015.0,RS,PP,54,13,Congressperson meal,0,,PITANGA CASA DE SABORES,9231527000100,163708,0,2013-11-20T00:00:00,78.85,1.0,77.85,11,2013,0,,,1076592,[None],0.0,1922,5286921,True,True
PASTOR EURICO,160642.0,155.0,2019.0,PE,PATRI,54,13,Congressperson meal,0,,O BODE DO COMÉRCIO DE ALIMENTAÇÃO LTDA,11554989000100,383098,0,2014-04-07T00:00:00,113.63,0.0,113.63,4,2014,0,,,1104509,[None],0.0,2264,5382569,True,True
AELTON FREITAS,141372.0,224.0,2015.0,MG,PR,55,13,Congressperson meal,0,,Nossa Cozinha Gastronomia Albanese,11036743000138,0918,0,2015-08-06T00:00:00,45.4,0.0,45.4,8,2015,0,,,1216883,[None],0.0,1773,5760360,True,True
ROBERTO FREIRE,73805.0,546.0,2015.0,SP,PPS,54,13,Congressperson meal,0,,POBRE JUAN RESTAURANTE GRILL LTDA,6276203000434,067081,0,2013-09-10T00:00:00,179.77,0.0,179.77,9,2013,0,,,1057460,[None],0.0,116,5217000,True,True
GUILHERME MUSSI,160667.0,348.0,2019.0,SP,PP,54,13,Congressperson meal,0,,BAR E LANCHES DO IGOR LTDA,10512692000100,017320,0,2012-07-01T00:00:00,69.63,0.0,69.63,7,2012,0,,,626648,[None],0.0,2252,2363328,True,True
DOMINGOS SÁVIO,160758.0,233.0,2019.0,MG,PSDB,55,13,Congressperson meal,0,,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,33469172001644,13075,4,2018-05-22T00:00:00,62.67,0.0,62.67,5,2018,0,,,1500692,[None],0.0,2235,6594295,True,True
WALNEY ROCHA,160631.0,535.0,2015.0,RJ,PATRI,54,13,Congressperson meal,0,,SENAC GASTRONOMIA,33469172001644,047239,0,2011-08-24T00:00:00,32.0,0.0,32.0,8,2011,0,,,563981,[None],0.0,2369,2157179,True,True
ROBERTO FREIRE,73805.0,546.0,2015.0,SP,PPS,54,13,Congressperson meal,0,,AG TRATORIA E RESTAURANTE LTDA,11582031000114,004994,0,2012-02-06T00:00:00,88.66,0.0,88.66,2,2012,0,,,590615,[None],0.0,116,2246890,True,True
JULIÃO AMIN,141474.0,71.0,2015.0,MA,PDT,55,13,Congressperson meal,0,,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,33469172000672,14155,4,2018-08-07T00:00:00,27.81,0.0,27.81,8,2018,0,,,1521757,[None],0.0,1863,6649388,True,True
VICENTINHO,74283.0,396.0,2019.0,SP,PT,55,13,Congressperson meal,0,,AUTOSNACK RESTAURANTE DO TREVO LTDA,9486188000102,514934,0,2016-12-12T00:00:00,65.19,0.0,65.19,12,2016,0,,,1348023,[None],0.0,1699,6176953,True,True
ROBERTO FREIRE,73805.0,546.0,2015.0,SP,PPS,54,13,Congressperson meal,0,,POBRE JUAN RESTAURANTE GRILL LTDA,6276203000272,058484,0,2012-02-25T00:00:00,135.6,17.1,118.5,2,2012,0,,,593870,[None],0.0,116,2257338,True,True
BIBO NUNES,204388.0,489.0,2019.0,RS,PSL,56,13,Congressperson meal,0,,ANA DOTTO - BAR,8361287000197,15805,4,2019-02-15T00:00:00,139.7,0.0,139.7,2,2019,0,,,1569846,[None],0.0,3273,6768952,True,True
EMILIANO JOSÉ,154997.0,523.0,2011.0,BA,PT,54,13,Congressperson meal,0,,GERGELIM,5089036000107,4594,0,2011-05-10T00:00:00,130.66,0.0,130.66,5,2011,0,,,547884,[None],0.0,2009,2102467,True,True
MARCOS ROGÉRIO,167722.0,49.0,2015.0,RO,DEM,54,13,Congressperson meal,0,,SENAC,33469172001644,063229,0,2012-08-01T00:00:00,41.0,0.0,41.0,8,2012,0,,,627259,[None],0.0,2473,2365686,True,True
ZECA DIRCEU,160592.0,468.0,2019.0,PR,PT,55,13,Congressperson meal,0,,INTERNATIONAL MEAL COMPANY ALIMENTAÇÃO S.A,17314329000553,041949,0,2016-03-21T00:00:00,80.24,0.0,80.24,3,2016,0,,,1276993,[None],0.0,2238,5954798,True,True
VANDERLEI MACRIS,141553.0,394.0,2019.0,SP,PSDB,53,13,Congressperson meal,0,,ADM COMERCIO DE ALIMENTOS LTDA.,67886622000130,113688,0,2009-12-11T00:00:00,45.0,0.0,45.0,12,2009,0,,,443874,[None],0.0,1947,1742893,True,True
LEOPOLDO MEYER,160663.0,456.0,2015.0,PR,PSB,55,13,Congressperson meal,0,,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,33469172001644,16877,4,2018-08-08T00:00:00,62.67,0.0,62.67,8,2018,0,,,1523077,[None],0.0,2299,6653679,True,True
RUBENS BUENO,73466.0,460.0,2019.0,PR,PPS,54,13,Congressperson meal,0,,ALECRIM- DISTTRIBUIÇÂO DE ALIMENTOS LTDA,3619371000144,55344,0,2012-06-05T00:00:00,74.15,0.0,74.15,6,2012,0,,,616498,[None],0.0,831,2331686,True,True
DANIEL COELHO,178916.0,144.0,2019.0,PE,PPS,55,13,Congressperson meal,0,,XHAY RESTAURANTE EIRELI ME,26153640000125,004175,0,2017-04-28T00:00:00,41.77,0.0,41.77,4,2017,0,,,1385642,[None],0.0,3071,6282377,True,True
DARCÍSIO PERONDI,73891.0,529.0,2019.0,RS,MDB,54,13,Congressperson meal,0,,GOODS RESTAURANTE,20011372000120,009943,0,2015-01-13T00:00:00,21.24,0.0,21.24,1,2015,0,,,1161457,[None],0.0,999,5584074,True,True
ELCIONE BARBALHO,74075.0,21.0,2019.0,PA,MDB,53,13,Congressperson meal,0,,GUIMES RESTAURANTE LTDA.,7022274000120,5728,0,2010-03-19T00:00:00,80.0,0.0,80.0,3,2010,0,,,464701,[None],0.0,1011,1813907,True,True
CIRO NOGUEIRA,74313.0,112.0,2007.0,PI,PP**,53,13,Congressperson meal,0,,PIZZA PRONTA ALIMENTOS LTDA,24544462000138,028225,0,2010-02-03T00:00:00,23.4,0.0,23.4,2,2010,0,,,452444,[None],0.0,1201,1772589,True,True
RICARDO BERZOINI,74793.0,390.0,2011.0,SP,PT,54,13,Congressperson meal,0,,CHURRASCARIA FLAMBOYANT.,9814259000140,013224,0,2011-11-24T00:00:00,38.5,0.0,38.5,11,2011,0,,,579225,[None],0.0,1411,2210013,True,True
JOSÉ CARLOS ALELUIA,74553.0,207.0,2015.0,BA,DEM,55,13,Congressperson meal,0,,SENAC - SERVIÇO NACIONAL DE APRENDIZAGEM COMERCIAL,33469172001644,072023,0,2015-11-04T00:00:00,50.53,0.0,50.53,11,2015,0,,,1239956,[None],0.0,678,5837204,True,True
ADELMO CARNEIRO LEÃO,178890.0,221.0,2015.0,MG,PT,55,13,Congressperson meal,0,,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,33469172000672,14620,4,2018-10-30T00:00:00,15.57,0.0,15.57,10,2018,0,,,1536087,[None],0.0,2906,6690887,True,True
AFONSO MOTTA,178835.0,490.0,2019.0,RS,PDT,55,13,Congressperson meal,0,,RESTAURANTE E LANCHERIA DA MATA LTDA,7424006000135,83579,0,2017-04-01T00:00:00,30.0,0.0,30.0,4,2017,0,,,1371731,[None],0.0,2880,6248179,True,True
