congressperson_name,congressperson_id,congressperson_document,term,state,party,term_id,subquota_number,subquota_description,subquota_group_id,subquota_group_description,supplier,cnpj_cpf,document_number,document_type,issue_date,document_value,remark_value,total_net_value,month,year,installment,passenger,leg_of_the_trip,batch_number,numbers,total_value,applicant_id,document_id
DR. JORGE SILVA,160643.0,278.0,2015.0,ES,SOLIDARIEDADE,55,11,Postal services,0,,CORREIOS - SEDEX CONVENCIONAL,7,RSP : 2170496,1,2016-07-14T15:03:13,189.89,0.0,189.89,7,2016,0,,,0,['0'],,2326,0
ARIOSTO HOLANDA,74103.0,555.0,2015.0,CE,PDT,54,999,Flight ticket issue,0,,Cia Aérea - GOL,7575651000159,Bilhete: 127N7YWVF,0,2011-05-12T00:00:00,890.22,0.0,890.22,5,2011,0,ROSA CIMIANA DOS SANTOS,BSB/ POA/ BSB,0,['0'],,617,0
JOSÉ MENTOR,74275.0,367.0,2015.0,SP,PT,54,999,Flight ticket issue,0,,Cia Aérea - GOL,7575651000159,Comp-127KEFR6K,0,2011-07-14T00:00:00,-440.56,0.0,-440.56,7,2011,0,JOSÉ MENTOR,REEMBOLSO,0,['0'],,1567,0
FÁBIO FARIA,141428.0,119.0,2019.0,RN,PSD,55,120,Automotive vehicle renting or charter,0,,NOVITTA RENT A CAR TRANSPORTE LTDA ME,2214932000162,126,4,2018-07-31T00:00:00,5000.0,0.0,5000.0,8,2018,0,,,1518493,[nan],0.0,1829,6639863
ALEXANDRE BALDY,178875.0,416.0,2015.0,GO,PP,55,5,Publicity of parliamentary activity,0,,Leonardo Costa Ribeiro de Oliveira Cinema e Video,8976958000124,420,0,2015-11-05T00:00:00,9000.0,0.0,9000.0,10,2015,0,,,1242228,[nan],0.0,2926,5844178
LAEL VARELLA,74742.0,245.0,2011.0,MG,DEM,53,7,Software purchase or renting; Postal services; Subscriptions,0,,EMPRES BRASILEIRA DE CORREIOS E TELÉGRAFOS,71180202000100,799,1,2009-05-21T00:00:00,1500.0,0.0,1500.0,5,2009,0,,,399072,[nan],0.0,257,1594575
REBECCA GARCIA,141525.0,42.0,2011.0,AM,PP**,53,11,Postal services,0,,CORREIOS - SEDEX CONVENCIONAL,7,RSP : 1140918,1,2010-04-07T10:40:39,34.5,0.0,34.5,4,2010,0,,,0,['0'],,1919,0
VALTENIR PEREIRA,141552.0,536.0,2019.0,MT,MDB,55,3,Fuels and lubricants,1,Veículos Automotores,POSTO CARRETÃO,3927792000132,195590,0,2017-03-04T00:00:00,50.0,0.0,50.0,3,2017,0,,,1362474,[nan],0.0,1946,6221828
BRUNNY,178999.0,223.0,2015.0,MG,PR,55,5,Publicity of parliamentary activity,0,,JORNAL VETOR LTDA - ME,12867952000196,201716,0,2017-06-12T00:00:00,19600.0,0.0,19600.0,5,2017,0,,,1403862,[nan],0.0,3051,6333295
ALESSANDRO MOLON,160511.0,287.0,2019.0,RJ,PSB,55,3,Fuels and lubricants,1,Veículos Automotores,POSTO DE GASOLINA DIA E NOITE LTDA,7570378000170,070752,0,2015-11-03T00:00:00,170.0,0.0,170.0,11,2015,0,,,1244988,[nan],0.0,2240,5854521
LUCIANA COSTA,81512.0,539.0,2007.0,SP,PR,53,15,Automotive vehicle renting or watercraft charter,0,,CONC SISTEMA ANHANGUERA-BANDEIRANTES S/A,2451848000162,138020,1,2010-08-02T00:00:00,6.35,0.0,6.35,8,2010,0,,,490667,[nan],0.0,1980,1909214
FÁBIO RAMALHO,141427.0,238.0,2019.0,MG,MDB,54,11,Postal services,0,,CORREIOS - SEDEX CONVENCIONAL COM AR,7,RSP : 2011517,1,2013-03-21T14:55:37,39.53,0.0,39.53,3,2013,0,,,0,['0'],,1830,0
ROGÉRIO PENINHA MENDONÇA,160651.0,483.0,2019.0,SC,MDB,55,13,Congressperson meal,0,,CHURRASCARIA FOGO DE CHAO LTDA,8698859000128,8367,4,2018-06-07T00:00:00,187.58,0.0,187.58,6,2018,0,,,1505468,[nan],0.0,2244,6605870
VANDERLEI MACRIS,141553.0,394.0,2019.0,SP,PSDB,53,13,Congressperson meal,0,,GOTICA PAES E DOCES LTDA. EPP,55570329000180,149734,0,2010-07-19T00:00:00,12.7,0.0,12.7,7,2010,0,,,487829,[nan],0.0,1947,1899063
JOÃO DADO,73682.0,362.0,2011.0,SP,SD,53,13,Congressperson meal,0,,AUTO POSTO REAL LTDA,22546386000174,046349,0,2009-12-20T00:00:00,11.8,2.0,9.8,12,2009,0,,,446406,[nan],0.0,1503,1750562
AFONSO FLORENCE,160508.0,182.0,2019.0,BA,PT,55,999,Flight ticket issue,0,,Cia Aérea - AVIANCA,2575829000148,Bilhete: 2429176117,0,2017-03-29T00:00:00,302.49,0.0,302.49,3,2017,0,AFONSO FLORENCE,IOS/SSA,0,['0'],,2406,1412530
ANTÔNIO ROBERTO,141390.0,229.0,2011.0,MG,PV,53,11,Postal services,0,,EMP. DE CORREIOS E TELEGRAFOS,675014000105,498608,1,2010-11-26T00:00:00,18.65,0.0,18.65,11,2010,0,,,510704,[nan],0.0,1784,1979174
VANDER LOUBET,74376.0,438.0,2019.0,MS,PT,54,999,Flight ticket issue,0,,Cia Aérea - GOL,7575651000159,Bilhete: 127DDZVQG,0,2012-11-07T00:00:00,784.47,0.0,784.47,11,2012,0,VANDER LOUBET,CGH/ CGR,0,['0'],,1697,0
VINICIUS CARVALHO,141555.0,397.0,2019.0,SP,PRB,55,3,Fuels and lubricants,1,Veículos Automotores,CARLOS EDUARDO MACHADO OURINHOS,5240496000194,65991,4,2017-12-22T00:00:00,100.0,0.0,100.0,12,2017,0,,,1457849,[nan],0.0,1951,6482851
MIGUEL LOMBARDI,178985.0,378.0,2019.0,SP,PR,55,3,Fuels and lubricants,1,Veículos Automotores,ADONAI AUTO POSTO LTDA,3180919000100,589452,0,2015-12-23T00:00:00,115.42,0.0,115.42,12,2015,0,,,1256802,[nan],0.0,2995,5890359
JANETE CAPIBERIBE,73926.0,10.0,2015.0,AP,PSB,54,15,Automotive vehicle renting or watercraft charter,0,,SINPETAXI,31708000371,SN,1,2011-09-02T00:00:00,30.0,0.0,30.0,9,2011,0,,,562374,[nan],0.0,1668,2153433
PAULO ROCHA,74082.0,30.0,2007.0,PA,PT,53,3,Fuels and lubricants,4,Sem especificações,MAKRO ATACADISTA S/A,47427653005346,194454,0,2009-03-29T00:00:00,50.02,0.0,50.02,3,2009,0,,,389444,[nan],0.0,580,1566141
KEIKO OTA,160659.0,356.0,2015.0,SP,PSB,54,10,Telecommunication,0,,RAMAL,6,3952373,0,2011-05-24T00:00:00,258.74,0.0,258.74,5,2011,0,,,0,['0'],,2261,0
TAKAYAMA,74385.0,469.0,2015.0,PR,PSC,55,999,Flight ticket issue,0,,Cia Aérea - AVIANCA,2575829000148,Bilhete: 2415174476,0,2015-03-13T00:00:00,169.64,0.0,169.64,3,2015,0,TAKAYAMA,CWB/BSB,0,['0'],,1693,959177
TAKAYAMA,74385.0,469.0,2015.0,PR,PSC,54,999,Flight ticket issue,0,,Cia Aérea - TAM,2012862000160,Bilhete: 957-2102.879359,0,2015-01-09T00:00:00,1503.94,0.0,1503.94,1,2015,0,TAKAYAMA,CWB/CGH/CWB,0,['0'],,1693,1074836
EDUARDO SCIARRA,74382.0,461.0,2011.0,PR,PSD,54,15,Automotive vehicle renting or watercraft charter,0,,RODOVIA DAS CATARATAS S/A,2228721000189,401381,1,2011-02-02T00:00:00,8.1,0.0,8.1,2,2011,0,,,519370,[nan],0.0,1626,2007817
SARNEY FILHO,74210.0,85.0,2015.0,MA,PV,55,10,Telecommunication,0,,OI S.A.,76535764000143,000396696,0,2015-10-26T00:00:00,395.88,8.53,387.35,11,2015,0,,,1242272,[nan],0.0,98,5844277
LAUREZ MOREIRA,141479.0,62.0,2011.0,TO,PSB,53,3,Fuels and lubricants,1,Veículos Automotores,AUTO POSTO JABURU,2819759000207,018355,0,2009-12-17T00:00:00,100.0,0.0,100.0,12,2009,0,,,447633,[nan],0.0,1868,1755385
TAKAYAMA,74385.0,469.0,2015.0,PR,PSC,53,11,Postal services,0,,CORREIOS - SEDEX CONVENCIONAL,7,RSP : 1186888,1,2011-01-20T10:02:24,27.36,0.0,27.36,1,2011,0,,,0,['0'],,1693,0
MARINA MAGGESSI,141505.0,314.0,2007.0,RJ,PPS,53,10,Telecommunication,0,,CLARO,1685903000116,00009797,0,2010-10-02T00:00:00,119.9,0.0,119.9,9,2010,0,,,499143,[nan],0.0,1890,1941472
JÔ MORAES,141503.0,246.0,2015.0,MG,PCdoB,54,15,Automotive vehicle renting or watercraft charter,0,,RADIO TAXI ALVORADA LTDA,37990298000134,S/N,1,2012-11-01T00:00:00,56.0,0.0,56.0,11,2012,0,,,652148,[nan],0.0,1854,2443159
DANRLEI DE DEUS HINTERHOLZ,160552.0,495.0,2019.0,RS,PSD,54,15,Automotive vehicle renting or watercraft charter,0,,SULVIAS S.A,2419175000163,3106AURQ4JHR,1,2011-10-22T00:00:00,6.0,0.0,6.0,10,2011,0,,,575899,[nan],0.0,2242,2199182
MARCELO ARO,146788.0,236.0,2019.0,MG,PHS,55,3,Fuels and lubricants,1,Veículos Automotores,FRATELLI POSTO DE COMBUSTIVEIS LTDA,8884038000186,40883,0,2017-10-31T00:00:00,173.26,0.0,173.26,10,2017,0,,,1441011,[nan],0.0,3015,6436515
PAULO TEIXEIRA,141488.0,376.0,2019.0,SP,PT,55,999,Flight ticket issue,0,,Cia Aérea - TAM,2012862000160,Bilhete: 957-4552.464488,0,2015-02-09T00:00:00,100.0,0.0,100.0,2,2015,0,PAULO TEIXEIRA,BSB/BSB,0,['0'],,1910,1081802
DAVI ALVES SILVA JÚNIOR,141412.0,579.0,2015.0,MA,PR,54,10,Telecommunication,0,,CELULAR FUNCIONAL,1,5189031,0,2013-05-14T00:00:00,1235.32,0.0,1235.32,4,2013,0,,,0,['0'],,1809,0
MAURO BENEVIDES,73588.0,570.0,2015.0,CE,MDB,53,10,Telecommunication,0,,TIM,1009686007904,000024207-AB,0,2009-12-14T00:00:00,783.05,0.0,783.05,12,2009,0,,,447318,[nan],0.0,1488,1754111
GEAN LOUREIRO,165429.0,568.0,2011.0,SC,PMDB,54,14,"Lodging, except for congressperson from Distrito Federal",0,,SAGRES HOTEIS E TURISMO LTDA,83492330000411,141726,0,2011-10-14T00:00:00,120.6,0.0,120.6,10,2011,0,,,570354,[nan],0.0,2434,2180162
PEDRO EUGÊNIO,74556.0,161.0,2011.0,PE,PT,54,3,Fuels and lubricants,1,Veículos Automotores,M.A. AGUIAR LTDA,1612058000159,265670,0,2013-04-02T00:00:00,90.76,0.0,90.76,4,2013,0,,,1021072,[nan],0.0,1331,5077252
CARLOS GOMES,178962.0,492.0,2019.0,RS,PRB,55,999,Flight ticket issue,0,,Cia Aérea - GOL,7575651000159,Bilhete: UGUNRM,0,2016-03-09T00:00:00,265.63,0.0,265.63,3,2016,0,CARLOS GOMES,BSB/SDU,0,['0'],,2900,1273727
ELIZIANE GAMA,178883.0,73.0,2015.0,MA,PPS,55,999,Flight ticket issue,0,,Cia Aérea - TAM,2012862000160,Bilhete: 957-2108.882410,0,2015-05-06T00:00:00,663.64,0.0,663.64,5,2015,0,ELIZIANE GAMA,SLZ/BSB,0,['0'],,2959,1035294
ESPERIDIÃO AMIN,160649.0,471.0,2015.0,SC,PP,55,122,"Taxi, toll and parking",0,,SINPETAXI,31708000100,SN,1,2018-07-05T00:00:00,15.0,0.0,15.0,7,2018,0,,,1517782,[nan],0.0,2413,6637691
VITOR LIPPI,178992.0,399.0,2019.0,SP,PSDB,55,999,Flight ticket issue,0,,Cia Aérea - AZUL,9296295000160,Bilhete: AFR1YH,0,2015-09-21T00:00:00,394.75,0.0,394.75,9,2015,0,VITOR LIPPI,VCP/BSB,0,['0'],,2954,1093443
JOÃO DERLY,178965.0,514.0,2015.0,RS,REDE,55,10,Telecommunication,0,,CELULAR FUNCIONAL,1,5930055,0,2015-06-12T00:00:00,449.52,0.0,449.52,5,2015,0,,,0,['0'],,2937,0
PEDRO UCZAI,160604.0,481.0,2019.0,SC,PT,54,10,Telecommunication,0,,CELULAR FUNCIONAL,1,3952410,0,2011-08-01T00:00:00,826.08,0.0,826.08,8,2011,0,,,0,['0'],,2243,0
DIMAS FABIANO,160599.0,231.0,2019.0,MG,PP,54,9,Flight tickets,0,,TAM Linhas Aéreas S.A.,2012862000160,957246659374,0,2013-04-06T00:00:00,383.57,0.0,383.57,4,2013,0,,RIO/BSB,1021341,[nan],0.0,2356,5078768
CIDA DIOGO,141501.0,292.0,2007.0,RJ,PT,53,2,"Locomotion, meal and lodging",0,,VIAÇÃO CIDADE DO AÇO LTDA,28670958000109,743413,0,2009-02-28T00:00:00,27.67,0.0,27.67,2,2009,0,,,392940,[nan],0.0,1801,1576733
PROFESSORA DORINHA SEABRA REZENDE,160639.0,67.0,2019.0,TO,DEM,54,3,Fuels and lubricants,1,Veículos Automotores,PETROLÍDER COMÉRCIO DE COMBUSTÍVEIS E DER. DE PETR,2862352000262,138759,0,2012-07-03T00:00:00,70.0,0.0,70.0,7,2012,0,,,623668,[nan],0.0,2300,2353950
PEDRO EUGÊNIO,74556.0,161.0,2011.0,PE,PT,54,3,Fuels and lubricants,1,Veículos Automotores,JOÃO ARAÚJO & CIA LTDA,8072308000235,215253,0,2011-06-26T00:00:00,127.05,0.0,127.05,6,2011,0,,,552584,[nan],0.0,1331,2119112
JOSÉ CARLOS ARAÚJO,74140.0,197.0,2015.0,BA,PR,55,1,Maintenance of office supporting parliamentary activity,0,,CONDOMINIO DO EDIFICIO GUIMARRÃES TRADE,3268087000170,Sala 913,1,2017-05-24T00:00:00,380.0,0.0,380.0,6,2017,0,,,1393798,[nan],0.0,1564,6306647
JOSÉ NUNES,160619.0,201.0,2019.0,BA,PSD,55,120,Automotive vehicle renting or charter,0,,JD2 ENGENHARIA E LOCACOES EIRELI,20825277000160,00000084,0,2018-09-04T00:00:00,7650.0,0.0,7650.0,7,2018,0,,,1529310,[nan],0.0,2348,6671380
WALTER TOSTA,160609.0,267.0,2011.0,MG,PSD,54,999,Flight ticket issue,0,,Cia Aérea - GOL,7575651000159,Bilhete: 127O43JRB,0,2011-08-18T00:00:00,325.52,0.0,325.52,8,2011,0,WALTER TOSTA,CNF/ BSB,0,['0'],,2275,0
HERMES PARCIANELLO,73772.0,448.0,2019.0,PR,MDB,54,3,Fuels and lubricants,1,Veículos Automotores,CATEDRAL AUTO POSTO DE UMUARAMA LTDA.,81463432000130,006167,0,2012-04-21T00:00:00,102.71,0.0,102.71,4,2012,0,,,607337,[nan],0.0,1042,2300873
JOSÉ PAULO TÓFFANO,141471.0,378.0,2007.0,SP,PV,53,13,Congressperson meal,0,,BOTEQUIM LUSO BRASILEIRO,8973466000185,5765,0,2010-02-06T00:00:00,173.0,0.0,173.0,2,2010,0,,,456528,[nan],0.0,1862,1786170
DAGOBERTO NOGUEIRA,141411.0,434.0,2019.0,MS,PDT,56,10,Telecommunication,0,,RAMAL,6,5742780,0,,134.6,0.0,134.6,7,2015,0,,,0,['0'],,1807,0
ZEZÉU RIBEIRO,74145.0,217.0,2011.0,BA,PT,53,3,Fuels and lubricants,1,Veículos Automotores,MELHOR POSTO DE COMBUSTIVEIS LTDA,2989654001197,019611,0,2009-12-07T00:00:00,50.0,0.0,50.0,12,2009,0,,,442500,[nan],0.0,1710,1738650
FLAVINHO,178978.0,357.0,2015.0,SP,PSC,55,999,Flight ticket issue,0,,Cia Aérea - TAM,2012862000160,Bilhete: 957-2110.706835,0,2015-05-13T00:00:00,792.03,0.0,792.03,5,2015,0,FLAVINHO,BSB/GRU,0,['0'],,2971,1046005
SANDRO MABEL,73676.0,431.0,2011.0,GO,PMDB,54,10,Telecommunication,0,,CELULAR FUNCIONAL,1,5485629,0,2014-07-03T00:00:00,44.96,0.0,44.96,6,2014,0,,,0,['0'],,1168,0
MAURO MARIANI,141507.0,480.0,2015.0,SC,MDB,54,999,Flight ticket issue,0,,Cia Aérea - GOL,7575651000159,Bilhete: 127V86ISY,0,2012-10-23T00:00:00,235.03,0.0,235.03,10,2012,0,MAURO MARIANI,BSB/ CGH/ JOI,0,['0'],,1892,0
MIGUEL LOMBARDI,178985.0,378.0,2019.0,SP,PR,55,12,Publication subscriptions,0,,"Loggos - Jornais, Revistas e Publicações Ltda.",692970000103,1266,0,2017-02-14T00:00:00,290.47,0.0,290.47,1,2017,0,,,1357820,[nan],0.0,2995,6207781
OSMAR JÚNIOR,141514.0,116.0,2011.0,PI,PCdoB,54,999,Flight ticket issue,0,,Cia Aérea - AZUL,9296295000160,Bilhete: MYUMND,0,2013-07-11T00:00:00,856.32,0.0,856.32,7,2013,0,OSMAR JÚNIOR,THE/REC/THE,0,['0'],,1900,621848
CARLOS EDUARDO CADOCA,74474.0,530.0,2015.0,PE,PDT,55,3,Fuels and lubricants,1,Veículos Automotores,JK COMBUSTIVEIS -Auto Posto Aeroporto Ltda,8202116000115,867780,0,2016-10-03T00:00:00,100.0,0.0,100.0,10,2016,0,,,1326611,[nan],0.0,1325,6112604
EUDES XAVIER,141386.0,91.0,2011.0,CE,PT,54,999,Flight ticket issue,0,,Cia Aérea - TAM,2012862000160,Bilhete: 957-2468.426367,0,2013-05-14T00:00:00,166.0,0.0,166.0,5,2013,0,CARLA RENATA MRS DIAS,FOR/BSB,0,['0'],,1827,589364
DOMINGOS DUTRA,74197.0,72.0,2011.0,MA,SD,54,1,Maintenance of office supporting parliamentary activity,0,,Comercial de Alimentos Grano Ltda,6278433000190,61536,0,2013-09-26T00:00:00,308.0,0.0,308.0,10,2013,0,,,1075792,[nan],0.0,1003,5284469
PROFESSORA DORINHA SEABRA REZENDE,160639.0,67.0,2019.0,TO,DEM,54,5,Publicity of parliamentary activity,0,,L B DE ANDRADE,5841131000115,37,0,2012-11-01T00:00:00,1000.0,0.0,1000.0,11,2012,0,,,649791,[nan],0.0,2300,2436224
MARINALDO ROSENDO,178919.0,152.0,2015.0,PE,PP,55,13,Congressperson meal,0,,FRANCISCO COMÉRCIO DE ALIMENTOS LTDA - EPP,904973000155,210252,0,2015-02-04T00:00:00,43.0,0.0,43.0,2,2015,0,,,1165694,[nan],0.0,2964,5598204
MARCUS PESTANA,159238.0,254.0,2015.0,MG,PSDB,54,10,Telecommunication,0,,CELULAR FUNCIONAL,1,5559248,0,2014-10-13T00:00:00,6.95,0.0,6.95,8,2014,0,,,0,['0'],,2390,0
TIRIRICA,160976.0,392.0,2019.0,SP,PR,56,10,Telecommunication,0,,RAMAL,6,5095054,0,,101.77,0.0,101.77,4,2013,0,,,0,['0'],,2395,0
SANDES JÚNIOR,74372.0,524.0,2015.0,GO,PP,55,999,Flight ticket issue,0,,Cia Aérea - AVIANCA,2575829000148,Bilhete: 4551812114,0,2015-08-18T00:00:00,80.0,0.0,80.0,8,2015,0,SANDES JÚNIOR,GYN/BSB,0,['0'],,1688,1053955
JULIO LOPES,74253.0,308.0,2015.0,RJ,PP,55,11,Postal services,0,,CORREIOS - CARTA COMERCIAL,7,RSP : 2265908,1,2019-01-15T13:32:12,1.95,0.0,1.95,1,2019,0,,,0,['0'],,1576,0
WALDENOR PEREIRA,160569.0,219.0,2019.0,BA,PT,55,999,Flight ticket issue,0,,Cia Aérea - PASSAREDO,512777000135,Bilhete: 1006463671,0,2015-02-24T00:00:00,212.64,0.0,212.64,2,2015,0,WALDENOR PEREIRA,SSA/VDC,0,['0'],,2288,950849
JÚLIA MARINHO,67312.0,34.0,2015.0,PA,PSC,55,5,Publicity of parliamentary activity,0,,CHM SERVIÇOS DE INFORMÁTICA LTDA,6232462000110,170,0,2016-11-09T00:00:00,1500.0,0.0,1500.0,11,2016,0,,,1346085,[nan],0.0,3054,6171188
ANDRE VARGAS,141378.0,452.0,2011.0,PR,S.PART.,54,3,Fuels and lubricants,1,Veículos Automotores,DQB PETROLEO LTDA,9200033000150,1731,0,2013-02-26T00:00:00,1728.1,485.99,1242.11,2,2013,0,,,1021343,[nan],0.0,1778,5078903
COLBERT MARTINS,74230.0,622.0,2011.0,BA,PMDB,54,11,Postal services,0,,CORREIOS - SEDEX 10,7,RSP : 2015767,1,2013-04-16T14:58:46,83.89,0.0,83.89,4,2013,0,,,0,['0'],,1241,0
BACELAR,69871.0,184.0,2019.0,BA,PODE,55,10,Telecommunication,0,,TELEFONICA BRASIL S.A VIVO/GVT,2558157000162,16798,0,2018-05-01T00:00:00,2613.76,0.0,2613.76,5,2018,0,,,1494812,[nan],0.0,2985,6580280
LEANDRO SAMPAIO,141481.0,308.0,2007.0,RJ,PPS,53,999,Flight ticket issue,0,,Cia Aérea - GOL,7575651000159,Bilhete: G6FQ5Z,0,2009-07-06T00:00:00,178.62,0.0,357.24,7,2009,0,FERNANDES/LEANDRO,GIGG3BSB,0,['0'],,1870,0
RENATO SIMÕES,175212.0,643.0,2011.0,SP,PT,54,4,"Consultancy, research and technical work",0,,CLIP CLAP ARTES GRAFICAS LTDA EPP,5831832000173,000001725,0,2014-12-01T00:00:00,10000.0,0.0,10000.0,12,2014,0,,,1152961,[nan],0.0,2863,5556774
LEOPOLDO MEYER,160663.0,456.0,2015.0,PR,PSB,55,13,Congressperson meal,0,,"SENAC - Câmara dos Deputados, an. IV 10º andar",33469172001644,073726,0,2015-11-24T00:00:00,51.13,0.0,51.13,11,2015,0,,,1245307,[nan],0.0,2299,5854721
AMIR LANDO,174861.0,642.0,2011.0,RO,PMDB,54,999,Flight ticket issue,0,,Cia Aérea - AZUL,9296295000160,Bilhete: E7W6TP,0,2015-01-05T00:00:00,368.85,0.0,368.85,1,2015,0,AMIR LANDO,CGB/PVH,0,['0'],,2861,941475
FERNANDO JORDÃO,163831.0,310.0,2015.0,RJ,MDB,54,11,Postal services,0,,CORREIOS - SEDEX 10 COM AR,7,RSP : 1254304,1,2012-05-16T13:42:39,49.34,0.0,49.34,5,2012,0,,,0,['0'],,2429,0
MARLLOS SAMPAIO,121759.0,117.0,2011.0,PI,PMDB,54,10,Telecommunication,0,,TIM CELULAR S.A.,4206050008084,000022789-AA,0,2011-12-07T00:00:00,65.1,1.83,63.27,12,2011,0,,,585322,[nan],0.0,2325,2229396
FERNANDO NASCIMENTO,152608.0,570.0,2007.0,PE,PT,53,15,Automotive vehicle renting or watercraft charter,0,,PARCERA SERVIÇOS TECNICOS LTDA,5633996000196,00404,0,2009-09-30T00:00:00,5700.0,0.0,5700.0,9,2009,0,,,430342,[nan],0.0,1996,1697075
ROSINHA DA ADEFAL,146949.0,586.0,2015.0,AL,AVANTE,55,999,Flight ticket issue,0,,Cia Aérea - AVIANCA,2575829000148,Bilhete: 2429575863,0,2017-05-02T00:00:00,582.79,0.0,582.79,5,2017,0,ROSINHA DA ADEFAL,BSB/MCZ,0,['0'],,2224,1428369
VICENTE CANDIDO,160622.0,395.0,2015.0,SP,PT,54,999,Flight ticket issue,0,,Cia Aérea - GOL,7575651000159,Bilhete: 127PFZWVA,0,2012-02-15T00:00:00,394.56,0.0,394.56,2,2012,0,VICENTE CANDIDO,BSB/ CGH,0,['0'],,2246,0
MIRIQUINHO BATISTA,160644.0,35.0,2011.0,PA,PT,54,3,Fuels and lubricants,1,Veículos Automotores,POSTO ICCAR LTDA,2280133002480,340646,0,2012-10-02T00:00:00,20.03,0.0,20.03,10,2012,0,,,645727,[nan],0.0,2360,2424416
MARCELO ALMEIDA,146613.0,631.0,2011.0,PR,PMDB,54,3,Fuels and lubricants,1,Veículos Automotores,POSTO PETROBRAS-GUARÁ II,306597006219,7278,0,2013-07-04T00:00:00,120.0,0.0,120.0,7,2013,0,,,1043866,[nan],0.0,1979,5165546
WALDIR MARANHÃO,141558.0,84.0,2015.0,MA,PSDB,55,999,Flight ticket issue,0,,Cia Aérea - GOL,7575651000159,Comp-AR4F2L,0,2018-04-11T00:00:00,-606.0,0.0,-606.0,4,2018,0,WALDIR MARANHÃO,BSB/BSB,0,['0'],,1954,1553894
SANDRO MABEL,73676.0,431.0,2011.0,GO,PMDB,54,10,Telecommunication,0,,RAMAL,6,3952382,0,2011-06-20T00:00:00,763.19,0.0,763.19,6,2011,0,,,0,['0'],,1168,0
ROGÉRIO MARINHO,141535.0,124.0,2015.0,RN,PSDB,55,999,Flight ticket issue,0,,Cia Aérea - GOL,7575651000159,Bilhete: YK48KN,0,2015-03-12T00:00:00,1632.93,0.0,1632.93,3,2015,0,ROGÉRIO MARINHO,BSB/NAT,0,['0'],,1931,970524
DANILO FORTE,62881.0,95.0,2015.0,CE,PSDB,55,13,Congressperson meal,0,,BABETE,15825923000150,289262,0,2017-01-12T00:00:00,42.8,0.0,42.8,1,2017,0,,,1350602,[nan],0.0,2227,6185743
JORGE TADEU MUDALEN,73535.0,363.0,2015.0,SP,DEM,55,122,"Taxi, toll and parking",0,,AB TRIANGULO,2509186000134,00876,1,2018-05-23T00:00:00,7.5,0.0,7.5,5,2018,0,,,1502203,[nan],0.0,763,6597875
EDUARDO AMORIM,141420.0,175.0,2007.0,SE,PSC,53,999,Flight ticket issue,0,,Cia Aérea - AVIANCA,2575829000148,Bilhete: 112271657,0,2010-10-28T00:00:00,340.42,0.0,340.42,10,2010,0,"OLIVEIRA, FERNANDO",AJU/BSB,0,['0'],,1821,0
JÚLIO DELGADO,73586.0,250.0,2019.0,MG,PSB,55,11,Postal services,0,,CORREIOS - ENCOMENDA PAC,7,RSP : 2140323,1,2015-10-21T10:46:28,94.87,0.0,94.87,10,2015,0,,,0,['0'],,1480,0
BILAC PINTO,141513.0,232.0,2019.0,MG,DEM,56,10,Telecommunication,0,,RAMAL,6,5729170,0,,90.11,0.0,90.11,6,2015,0,,,0,['0'],,1789,0
JOÃO DERLY,178965.0,514.0,2015.0,RS,REDE,55,10,Telecommunication,0,,RAMAL,6,6413345,0,,0.33,0.0,0.33,7,2017,0,,,0,['0'],,2937,0
JILMAR TATTO,141456.0,360.0,2011.0,SP,PT,53,999,Flight ticket issue,0,,Cia Aérea - GOL,7575651000159,Comp-YDPQYN,0,2010-04-12T00:00:00,-698.62,0.0,-698.62,4,2010,0,AUGUSTINHO/JILMAR,CANCELAMENTO,0,['0'],,1853,0
LAURA CARNEIRO,74856.0,558.0,2015.0,RJ,DEM,55,122,"Taxi, toll and parking",0,,CENTRO DE GESTÃO DE MEIOS DE PAGAMENTOS S/A - SEM PARAR,4088208000165,271366147,0,2017-03-17T00:00:00,211.72,0.0,211.72,3,2017,0,,,1371690,[nan],0.0,1118,6248064
RICARDO IZAR,160655.0,383.0,2019.0,SP,PP,54,13,Congressperson meal,0,,STARCHICKEN,10643018000165,027176,0,2014-06-02T00:00:00,13.0,0.0,13.0,6,2014,0,,,1123384,[nan],0.0,2253,5449414
LUIZA ERUNDINA,74784.0,371.0,2019.0,SP,PSOL,55,999,Flight ticket issue,0,,Cia Aérea - TAM,2012862000160,Bilhete: 957-4554.017918,0,2016-05-02T00:00:00,130.0,0.0,130.0,5,2016,0,LUIZA ERUNDINA,BSB/BSB,0,['0'],,1402,1301863
FLAVINHO,178978.0,357.0,2015.0,SP,PSC,55,122,"Taxi, toll and parking",0,,Concessionaria das Rodovias Ayrton Senna e Carvalho Pinto SA,10841050000155,C5001260,1,2017-07-31T00:00:00,3.6,0.0,3.6,7,2017,0,,,1412694,[nan],0.0,2971,6360174
CELSO RUSSOMANNO,73441.0,347.0,2019.0,SP,PRB,53,1,Maintenance of office supporting parliamentary activity,0,,TELEFONICA,2558157000162,110002082240,0,2009-07-27T00:00:00,416.38,0.0,416.38,7,2009,0,,,416094,[nan],0.0,993,1648809
